213
760.367,773.403
330.885,719.924
725.928,402.63
548.86,64.1145
375.73,339.767
53.4704,602.756
600.268,628.958
227.976,622.852
249.383,482.936
425.982,64.7151
978.967,272.424
887.246,590.369
979.436,704.559
823.15,34.5848
530.579,651.205
536.423,125.726
854.057,417.971
566.767,30.5557
775.961,434.137
582.455,349.452
319.572,514.493
225.882,777.432
379.949,333.385
537.391,476.605
432.482,522.1
996.624,775.806
835.619,109.46
22.3757,382.66
415.356,376.979
114.16,764.269
1012.06,188.815
899.809,401.604
460.858,247.199
728.96,493.672
22.5319,513.992
316.978,816.722
567.892,49.0493
406.387,114.215
220.475,726.055
262.539,223.65
529.36,295.973
235.132,434.837
83.4088,39.765
866.12,146.347
48.3452,179.756
750.96,415.143
536.985,91.2418
994.53,325.002
6.06269,264.466
36.6261,89.8404
142.911,97.8234
1023.72,256.883
785.899,772.727
142.223,725.855
655.145,730.86
618.675,429.557
725.241,384.512
320.854,571.6
415.669,300.577
737.648,786.566
839.682,468.621
632.707,138.94
166.63,473.952
643.895,525.579
458.952,806.311
557.142,617.847
798.368,204.456
165.849,49.1494
158.849,747.752
804.712,343.095
201.162,14.865
37.0636,147.974
725.366,60.8112
136.942,793.849
485.609,232.259
316.228,56.4818
198.569,292.419
506.64,805.586
994.343,555.609
983.155,121.047
260.695,82.3579
37.6574,314.566
658.083,135.787
614.706,60.7862
464.014,9.58464
468.983,514.818
479.796,628.332
308.978,200.727
779.055,571.075
390.699,427.505
2.43757,738.293
569.142,757.462
174.318,673.202
896.09,542.946
49.189,297.95
363.511,817.297
444.576,735.44
97.4405,414.993
471.358,756.911
409.481,287.189
950.654,566.795
58.3455,48.0984
72.2522,444.547
441.638,717.747
655.489,214.666
541.36,156.708
755.492,185.261
703.646,78.8794
288.134,506.034
52.2203,477.18
536.61,405.908
496.265,348.3
539.86,1.37638
83.7838,232.259
1019.47,395.923
949.498,31.8571
387.981,661.065
272.071,748.103
663.864,539.968
754.304,317.019
667.927,84.0095
848.213,383.611
469.921,142.894
214.913,258.435
605.3,659.188
98.3467,632.511
573.736,687.442
308.634,676.18
619.8,369.272
143.911,437.64
43.5638,584.188
849.901,366.444
137.254,507.21
561.423,38.0883
899.84,274.176
830.213,204.781
649.645,784.765
322.416,408.561
999.062,464.117
934.279,381.759
711.022,694.023
885.715,751.256
357.823,53.7291
39.8762,611.165
277.602,561.265
201.069,600.479
436.982,316.043
37.9699,30.7309
55.7205,653.132
153.567,799.504
481.39,569.873
540.61,75.3258
977.874,795.575
823.338,69.9454
132.067,104.805
884.964,482.711
734.585,505.058
1017.53,293.921
118.16,619.023
217.257,731.636
674.583,452.605
978.53,8.30836
4.93765,149.1
777.055,352.605
544.673,339.917
99.8468,711.841
165.818,632.862
44.7826,571.1
525.86,568.297
914.122,564.368
810.306,404.157
426.169,723.253
325.197,319.897
921.059,79.0796
116.004,320.698
632.051,104.055
443.92,251.728
927.497,126.753
680.74,564.042
498.265,328.08
501.328,781.787
203.444,452.756
742.366,412.09
813.962,2.60262
758.898,67.9183
982.092,346.524
886.933,164.34
205.225,573.452
700.178,699.329
799.556,643.497
644.582,299.276
339.417,383.06
810.931,500.153
323.229,499.578
333.541,324.577
1016.97,721.301
390.918,245.947
43.6576,418.096
984.28,599.678
511.359,88.5391
614.175,412.54
166.411,49.2245
295.259,570.749
133.348,451.529
548.735,77.1526
632.269,601.981
1005.16,798.403
730.679,71.3968
472.827,432.51
241.039,388.641
960.686,577.706
340.323,784.564
198.725,612.942
