100
1011.25,383.961
495.421,114.54
345.511,761.942
56.9392,83.1837
816.556,313.616
602.8,529.733
272.258,58.1085
41.5325,280.657
215.6,466.169
264.164,364.016
1013.44,772.077
121.816,481.034
395.825,221.648
606.268,603.933
397.168,359.987
1015.78,448.877
755.242,491.269
219.382,641.671
304.353,174.726
234.976,784.114
762.523,69.0445
633.457,700.004
656.489,228.805
440.732,67.8933
408.919,286.013
146.036,259.486
187.599,619.673
7.90649,311.313
276.383,746.801
578.393,688.217
928.497,597.651
613.05,206.283
197.444,88.7643
335.26,594.023
18.4381,196.348
102.191,779.084
603.268,123.724
393.106,299.376
589.487,325.503
335.198,486.364
415.606,241.968
687.99,678.583
762.18,506.435
309.353,253.755
698.896,119.02
215.6,457.535
689.74,809.89
163.692,416.794
760.148,64.7151
843.307,176.002
2.03131,616.37
702.896,224.401
9.03153,654.809
497.984,512.391
1009.56,759.214
489.14,725.029
457.858,5.13016
306.228,710.99
259.32,29.7549
742.366,375.002
645.52,168.369
86.1901,391.769
187.162,805.46
640.02,589.743
441.545,513.016
623.769,642.672
929.372,19.9951
425.263,737.117
346.073,225.051
444.326,294.221
966.936,736.516
34.8448,613.492
405.95,92.1928
392.981,497.05
457.389,42.6679
415.169,562.341
794.555,290.442
662.395,381.409
87.0339,8.78384
358.198,55.0554
983.905,733.188
508.891,199.626
562.705,708.112
121.597,474.778
580.674,702.982
656.426,470.699
695.834,719.699
568.58,622.076
802.149,225.502
196.537,407.735
222.538,193.845
900.09,523.677
448.232,726.456
272.446,547.601
191.568,740.02
98.5343,423.376
705.459,50.3507
210.944,563.192
920.278,497.15
36.0949,695.675
