45
720.366,296.148
630.8,9.13419
324.385,423.101
309.322,79.4299
860.776,789.695
841.338,170.672
759.054,676.606
757.992,283.61
432.982,139.39
527.672,537.841
403.012,111.062
251.601,660.189
268.977,462.665
913.434,775.205
996.812,762.492
638.863,243.37
182.881,684.639
461.295,722.477
169.036,707.387
809.525,358.16
238.851,52.0273
141.161,38.8141
960.529,703.057
490.515,420.949
99.253,519.648
634.019,819.95
996.155,680.134
73.9398,812.793
548.517,628.908
687.99,67.4178
216.882,27.5027
572.955,525.078
25.2195,559.413
722.303,710.765
547.923,30.1303
633.832,237.764
498.14,312.64
415.263,181.758
574.549,258.936
843.995,170.021
158.005,48.3737
516.453,1.55156
586.112,393.446
1000.03,83.534
573.83,113.439
